PXD011882	30742093	MicroRNA-dependent regulation of biomechanical genes establishes tissue stiffness homeostasis. 	microRNA-dependent regulation of biomechanical genes establishes tissue stiffness homeostasis	AGO2, HUVEC, homestasis, mechanotransduction, miRNA, stiffness	Vertebrate tissues exhibit mechanical homeostasis, showing stable stiffness and tension over time and recovery after changes in mechanical stress. However, the regulatory pathways that mediate these effects are unknown. A comprehensive identification of Argonaute 2-associated microRNAs and mRNAs in endothelial cells identified a network of 122 microRNA families that target 73 mRNAs encoding cytoskeletal, contractile, adhesive and extracellular matrix (CAM) proteins. The level of these microRNAs increased in cells plated on stiff versus soft substrates, consistent with homeostasis, and suppressed targets via microRNA recognition elements within the 3' untranslated regions of CAM mRNAs. Inhibition of DROSHA or Argonaute 2, or disruption of microRNA recognition elements within individual target mRNAs, such as connective tissue growth factor, induced hyper-adhesive, hyper-contractile phenotypes in endothelial and fibroblast cells in vitro, and increased tissue stiffness, contractility and extracellular matrix deposition in the zebrafish fin fold in vivo. Thus, a network of microRNAs buffers CAM expression to mediate tissue mechanical homeostasis.
PXD011258	30745143	Live Tracking of Inter-organ Communication by Endogenous Exosomes In Vivo. 	MS on EVs from the YSL of 3dpf zebrafish embryos	YSL, endogenous, ex vivo, exosomes, zebrafish	Extracellular vesicles (EVs) are released by most cell types but providing evidence for their physiological relevance remains challenging due to a lack of appropriate model organisms. Here, we developed an in vivo model to study EV function by expressing CD63-pHluorin in zebrafish embryos. A combination of imaging methods and proteomic analysis allowed us to study biogenesis, composition, transfer, uptake, and fate of individual endogenous EVs. We identified a subpopulation of EVs with exosome features, released in a syntenin-dependent manner from the yolk syncytial layer into the blood circulation. These exosomes are captured, endocytosed, and degraded by patrolling macrophages and endothelial cells in the caudal vein plexus (CVP) in a scavenger receptor- and dynamin-dependent manner. Interference with exosome biogenesis affected CVP growth, suggesting a role in trophic support. Altogether, our work represents a system for studying endogenous EV function in vivo with high spatiotemporal accuracy, demonstrating functional inter-organ communication by exosomes.
PXD010720	30746512	The Foliar Endophyte Phialocephala scopiformis DAOMC 229536 Proteome When Grown on Wood Used as the Sole Carbon Source. 	Characterization of extracellular enzymes involved in natural decomposition of conifer wood	Phialocephala scopiformis, Pinus contorta, extracellula, wood decomposition	The conifer needle endophyte Phialocephala scopiformis DAOMC 229536 was cultivated in medium containing ground Pinus contorta wood as the sole carbon source. Mass spectrometry analyses identified 590 proteins. The expression of extracellular hydrolases and oxidoreductases indicates a capacity to degrade wood. The results clearly demonstrate the latent saprophytic potential of P. scopiformis.
PXD007678	30748050	Multifaceted activity of cytokinin in leaf development shapes its size and structure in Arabidopsis. 	Multifaceted activity of cytokinin at distinct phases of leaf development shapes its size and structure in Arabidopsis thaliana	cytokinin, leaf development, transcriptome	The phytohormone cytokinin has been shown to affect many aspects of plant development ranging from the regulation of the shoot apical meristem to leaf senescence. However, some studies have reported contradictory effects of cytokinin on leaf physiology. Therefore cytokinin treatments cause both chlorosis and increased greening and both lead to decrease or increase in cell size. To elucidate this multifaceted role of cytokinin in leaf development, we have employed a system of temporal controls over the cytokinin pool and investigated the consequences of modulated cytokinin levels in the third leaf of Arabidopsis. We show that, at the cell proliferation phase, cytokinin is needed to maintain cell proliferation by blocking the transition to cell expansion and the onset of photosynthesis. Transcriptome profiling revealed regulation by cytokinin of a gene suite previously shown to affect cell proliferation and expansion and thereby a molecular mechanism by which cytokinin modulates a molecular network underlying the cellular responses. During the cell expansion phase, cytokinin stimulates cell expansion and differentiation. Consequently, a cytokinin excess at the cell expansion phase results in an increased leaf and rosette size fueled by higher cell expansion rate, yielding higher shoot biomass. Proteome profiling revealed the stimulation of primary metabolism by cytokinin, in line with an increased sugar content that is expected to increase turgor pressure, representing the driving force of cell expansion. Therefore, the developmental timing of cytokinin content fluctuations, together with a tight control of primary metabolism, is a key factor mediating transitions from cell proliferation to cell expansion in leaves.
PXD010886	30753577	Extracellular peptide Kratos restricts cell death during vascular development and stress in Arabidopsis. 	Extracellular peptide Kratos restricts cell death during vascular development and stress in Arabidopsis	METACASPASE9, Peptidomics, cell death, extracellular, tracheary element, vascular development	During plant vascular development, xylem tracheary elements (TEs) form water-conducting, empty pipes by genetically regulated cell death. Cell death is prevented from spreading to non-TEs by unidentified intercellular mechanisms, downstream of METACASPASE9 (MC9)-mediated regulation of autophagy in TEs. Here, we identified differentially abundant extracellular peptides in vascular-differentiating wild-type and MC9-down-regulated Arabidopsis cell suspensions. A peptide named Kratos rescued the abnormally high ectopic non-TE death resulting from either MC9 knockout or TE-specific overexpression of the ATG5 autophagy protein during experimentally induced vascular differentiation in Arabidopsis cotyledons. Kratos also reduced cell death following mechanical damage and extracellular ROS production in Arabidopsis leaves. Stress-induced but not vascular non-TE cell death was enhanced by another identified peptide, named Bia. Bia is therefore reminiscent of several known plant cell death-inducing peptides acting as damage-associated molecular patterns. In contrast, Kratos plays a novel extracellular cell survival role in the context of development and during stress response.
PXD011225	30755466	MaxQuant.Live Enables Global Targeting of More Than 25,000 Peptides. 	MaxQuant.Live enables global targeting of more than 25,000 peptides		Mass spectrometry (MS)-based proteomics is often performed in a shotgun format, in which as many peptide precursors as possible are selected from full or MS1 scans so that their fragment spectra can be recorded in MS2 scans. Although achieving great proteome depths, shotgun proteomics cannot guarantee that each precursor will be fragmented in each run. In contrast, targeted proteomics aims to reproducibly and sensitively record a restricted number of precursor/fragment combinations in each run, based on prescheduled mass-to-charge and retention time windows. Here we set out to unify these two concepts by a global targeting approach in which an arbitrary number of precursors of interest are detected in real-time, followed by standard fragmentation or advanced peptide-specific analyses. We made use of a fast application programming interface to a quadrupole Orbitrap instrument and real-time recalibration in mass, retention time and intensity dimensions to predict precursor identity. MaxQuant.Live is freely available (www.maxquant.live) and has a graphical user interface to specify many predefined data acquisition strategies. Acquisition speed is as fast as with the vendor software and the power of our approach is demonstrated with the acquisition of breakdown curves for hundreds of precursors of interest. We also uncover precursors that are not even visible in MS1 scans, using elution time prediction based on the auto-adjusted retention time alone. Finally, we successfully recognized and targeted more than 25,000 peptides in single LC-MS runs. Global targeting combines the advantages of two classical approaches in MS-based proteomics, whereas greatly expanding the analytical toolbox.
PXD007085	30755478	An immunoproteomic approach to characterize the CAR interactome and signalosome. 	An immunoproteomic approach to characterize the CAR interactome and signalosome	Chimeric Antigen Receptors, Interactome, Tonic Signaling	Adoptive transfer of T cells that express a chimeric antigen receptor (CAR) is an approved immunotherapy that may be curative for some hematological cancers. To better understand the therapeutic mechanism of action, we systematically analyzed CAR signaling in human primary T cells by mass spectrometry. When we compared the interactomes and the signaling pathways activated by distinct CAR-T cells that shared the same antigen-binding domain but differed in their intracellular domains and their in vivo antitumor efficacy, we found that only second-generation CARs induced the expression of a constitutively phosphorylated form of CD3zeta that resembled the endogenous species. This phenomenon was independent of the choice of costimulatory domains, or the hinge/transmembrane region. Rather, it was dependent on the size of the intracellular domains. Moreover, the second-generation design was also associated with stronger phosphorylation of downstream secondary messengers, as evidenced by global phosphoproteome analysis. These results suggest that second-generation CARs can activate additional sources of CD3zeta signaling, and this may contribute to more intense signaling and superior antitumor efficacy that they display compared to third-generation CARs. Moreover, our results provide a deeper understanding of how CARs interact physically and/or functionally with endogenous T cell molecules, which will inform the development of novel optimized immune receptors.
PXD011095	30755508	Repression of Human Papillomavirus Oncogene Expression under Hypoxia Is Mediated by PI3K/mTORC2/AKT Signaling. 	Repression of Human Papillomavirus Oncogene Expression under Hypoxia is Mediated by PI3K/mTORC2/AKT Signaling	HPV, Hypoxia, TMT, quantitative Proteomics	Hypoxia is linked to therapeutic resistance and poor clinical prognosis for many tumor entities, including human papillomavirus (HPV)-positive cancers. Notably, HPV-positive cancer cells can induce a dormant state under hypoxia, characterized by a reversible growth arrest and strong repression of viral E6/E7 oncogene expression, which could contribute to therapy resistance, immune evasion and tumor recurrence. The present work aimed to gain mechanistic insights into the pathway(s) underlying HPV oncogene repression under hypoxia. We show that E6/E7 downregulation is mediated by hypoxia-induced stimulation of AKT signaling. Ablating AKT function in hypoxic HPV-positive cancer cells by using chemical inhibitors efficiently counteracts E6/E7 repression. Isoform-specific activation or downregulation of AKT1 and AKT2 reveals that both AKT isoforms contribute to hypoxic E6/E7 repression and act in a functionally redundant manner. Hypoxic AKT activation and consecutive E6/E7 repression is dependent on the activities of the canonical upstream AKT regulators phosphoinositide 3-kinase (PI3K) and mechanistic target of rapamycin (mTOR) complex 2 (mTORC2). Hypoxic downregulation of E6/E7 occurs, at least in part, at the transcriptional level. Modulation of E6/E7 expression by the PI3K/mTORC2/AKT cascade is hypoxia specific and not observed in normoxic HPV-positive cancer cells. Quantitative proteome analyses identify additional factors as candidates to be involved in hypoxia-induced activation of the PI3K/mTORC2/AKT signaling cascade and in the AKT-dependent repression of the E6/E7 oncogenes under hypoxia. Collectively, these data uncover a functional key role of the PI3K/mTORC2/AKT signaling cascade for viral oncogene repression in hypoxic HPV-positive cancer cells and provide new insights into the poorly understood cross talk between oncogenic HPVs and their host cells under hypoxia.IMPORTANCE Oncogenic HPV types are major human carcinogens. Under hypoxia, HPV-positive cancer cells can repress the viral E6/E7 oncogenes and induce a reversible growth arrest. This response could contribute to therapy resistance, immune evasion, and tumor recurrence upon reoxygenation. Here, we uncover evidence that HPV oncogene repression is mediated by hypoxia-induced activation of canonical PI3K/mTORC2/AKT signaling. AKT-dependent downregulation of E6/E7 is only observed under hypoxia and occurs, at least in part, at the transcriptional level. Quantitative proteome analyses identify additional factors as candidates to be involved in AKT-dependent E6/E7 repression and/or hypoxic PI3K/mTORC2/AKT activation. These results connect PI3K/mTORC2/AKT signaling with HPV oncogene regulation, providing new mechanistic insights into the cross talk between oncogenic HPVs and their host cells.
PXD009566	30759214	Identification and characterization of cytochrome P450 1232A24 and 1232F1 from Arthrobacter sp. and their role in the metabolic pathway of papaverine. 	Proteomic analysis of the papaverine degrading Arthrobacter sp.	Arthrobacter, Papaverine	Cytochrome P450 monooxygenases (P450s) play crucial roles in the cell metabolism and provide an unsurpassed diversity of catalysed reactions. Here, we report the identification and biochemical characterization of two P450s from Arthrobacter sp., a Gram-positive organism known to degrade the opium alkaloid papaverine. Combining phylogenetic and genomic analysis suggested physiological roles for P450s in metabolism and revealed potential gene clusters with redox partners facilitating the reconstitution of the P450 activities in vitro. CYP1232F1 catalyses the para demethylation of 3,4-dimethoxyphenylacetic acid to homovanillic acid while CYP1232A24 continues demethylation to 3,4-dihydroxyphenylacetic acid. Interestingly, the latter enzyme is also able to perform both demethylation steps with preference for the meta position. The crystal structure of CYP1232A24, which shares only 29% identity to previous published structures of P450s helped to rationalize the preferred demethylation specificity for the meta position and also the broader substrate specificity profile. In addition to the detailed characterization of the two P450s using their physiological redox partners, we report the construction of a highly active whole-cell Escherichia coli biocatalyst expressing CYP1232A24, which formed up to 1.77 g l-1 3,4-dihydroxyphenylacetic acid. Our results revealed the P450s' role in the metabolic pathway of papaverine enabling further investigation and application of these biocatalysts.
PXD009430	30759257	Modulation of the ATM/autophagy pathway by a G-quadruplex ligand tips the balance between senescence and apoptosis in cancer cells. 	Modulation of the ATM / autophagy pathway tips the balance between senescence and apoptosis in response to a quadruplex ligand	G4, antiproliferative agents, apoptosis, autophagy, label-free quantitative proteome analysis., quadruplex ligand, senescence, triarylpyridine	G-quadruplex ligands exert their antiproliferative effects through telomere-dependent and telomere-independent mechanisms, but the inter-relationships among autophagy, cell growth arrest and cell death induced by these ligands remain largely unexplored. Here, we demonstrate that the G-quadruplex ligand 20A causes growth arrest of cancer cells in culture and in a HeLa cell xenografted mouse model. This response is associated with the induction of senescence and apoptosis. Transcriptomic analysis of 20A treated cells reveals a significant functional enrichment of biological pathways related to growth arrest, DNA damage response and the lysosomal pathway. 20A elicits global DNA damage but not telomeric damage and activates the ATM and autophagy pathways. Loss of ATM following 20A treatment inhibits both autophagy and senescence and sensitizes cells to death. Moreover, disruption of autophagy by deletion of two essential autophagy genes ATG5 and ATG7 leads to failure of CHK1 activation by 20A and subsequently increased cell death. Our results, therefore, identify the activation of ATM by 20A as a critical player in the balance between senescence and apoptosis and autophagy as one of the key mediators of such regulation. Thus, targeting the ATM/autophagy pathway might be a promising strategy to achieve the maximal anticancer effect of this compound.
PXD012545	30760537	The Old and the New: Discovery Proteomics Identifies Putative Novel Seminal Fluid Proteins in Drosophila. 	Compartmentalization and modulation of reproductive protein networks in response to experimental sexual selection	Reproductive Protein Networks	Seminal fluid proteins (SFPs), the nonsperm component of male ejaculates produced by male accessory glands, are viewed as central mediators of reproductive fitness. SFPs effect both male and female post-mating functions and show molecular signatures of rapid adaptive evolution. Although Drosophila melanogaster, is the dominant insect model for understanding SFP evolution, understanding of SFP evolutionary causes and consequences require additional comparative analyses of close and distantly related taxa. Although SFP identification was historically challenging, advances in label-free quantitative proteomics expands the scope of studying other systems to further advance the field. Focused studies of SFPs has so far overlooked the proteomes of male reproductive glands and their inherent complex protein networks for which there is little information on the overall signals of molecular evolution. Here we applied label-free quantitative proteomics to identify the accessory gland proteome and secretome in Drosophila pseudoobscura,, a close relative of D. melanogaster,, and use the dataset to identify both known and putative novel SFPs. Using this approach, we identified 163 putative SFPs, 32% of which overlapped with previously identified D. melanogaster, SFPs and show that SFPs with known extracellular annotation evolve more rapidly than other proteins produced by or contained within the accessory gland. Our results will further the understanding of the evolution of SFPs and the underlying male accessory gland proteins that mediate reproductive fitness of the sexes.
PXD009655	30760538	Microvesicle Proteomic Profiling of Uterine Liquid Biopsy for Ovarian Cancer Early Detection. 	Microvesicle Proteomic profiling of Uterine Liquid Biopsy for Ovarian Cancer Early Detection	Ovarian Cancer, Q-Exactive, biomarker, microvesicles, utero-tubal lavage	High-grade ovarian cancer (HGOC) is the leading cause of mortality from gynecological malignancies, because of diagnosis at a metastatic stage. Current screening options fail to improve mortality because of the absence of early-stage-specific biomarkers. We postulated that a liquid biopsy, such as utero-tubal lavage (UtL), may identify localized lesions better than systemic approaches of serum/plasma analysis. Further, while mutation-based assays are challenged by the rarity of tumor DNA within nonmutated DNA, analyzing the proteomic profile, is expected to enable earlier detection, as it reveals perturbations in both the tumor as well as in its microenvironment. To attain deep proteomic coverage and overcome the high dynamic range of this body fluid, we applied our method for microvesicle proteomics to the UtL samples. Liquid biopsies from HGOC patients (n = 49) and controls (n = 127) were divided into a discovery and validation sets. Data-dependent analysis of the samples on the Q-Exactive mass spectrometer provided depth of 8578 UtL proteins in total, and on average ~3000 proteins per sample. We used support vector machine algorithms for sample classification, and crossed three feature-selection algorithms, to construct and validate a 9-protein classifier with 70% sensitivity and 76.2% specificity. The signature correctly identified all Stage I lesions. These results demonstrate the potential power of microvesicle-based proteomic biomarkers for early cancer diagnosis.
